Year,City,State,Season,River_Name,Industry_Sector,Prominent_Pollutant,Avg_AQI,Avg_Water_Contamination,Avg_Industrial_Emission,Avg_Vehicular_Emission,Avg_Population,Avg_GDP,NCAP_Flag,AQI_Bucket,Water_Quality_Status,Avg_PM25,Avg_PM10,Avg_NO2,Avg_SO2,Avg_CO,Avg_O3,Projected_AQI_20pct_Cut
2010,Chandigarh,Chandigarh,Monsoon,Sukhna,Manufacturing,O3,105.28,1.76,39734.5,247569.0,3158.0,819759.0,No,Moderate,Acceptable,47.49,61.52,70.64,29.37,1.91,107.24,98.96
2010,Chandigarh,Chandigarh,Monsoon,Sukhna,Manufacturing,PM10,108.18,1.58,19105.0,247569.0,3158.0,819759.0,No,Moderate,Acceptable,49.83,69.24,27.13,29.08,1.7,53.7,101.69
2010,Chandigarh,Chandigarh,Post-Monsoon,Sukhna,Manufacturing,O3,135.61,1.35,38230.0,247569.0,3158.0,819759.0,No,Moderate,Acceptable,55.13,88.57,67.94,32.21,2.4,110.43,127.47
2010,Chandigarh,Chandigarh,Post-Monsoon,Sukhna,Manufacturing,PM10,101.02,1.5,11410.0,247569.0,3158.0,819759.0,No,Moderate,Acceptable,53.1,63.29,34.46,59.83,1.58,62.56,94.96
2010,Chandigarh,Chandigarh,Summer,Sukhna,Manufacturing,NO2,105.72,1.18,40360.0,247569.0,3158.0,819759.0,No,Moderate,Acceptable,44.21,73.03,93.49,55.24,2.67,21.9,99.38
2010,Chandigarh,Chandigarh,Summer,Sukhna,Manufacturing,O3,105.89,1.19,31698.5,247569.0,3158.0,819759.0,No,Moderate,Acceptable,57.76,55.26,39.16,36.89,0.85,87.86,99.54
2010,Chandigarh,Chandigarh,Winter,Sukhna,Manufacturing,O3,120.52,1.14,15151.0,247569.0,3158.0,819759.0,No,Moderate,Acceptable,47.7,73.15,51.94,33.06,2.72,125.0,113.29
2010,Chandigarh,Chandigarh,Winter,Sukhna,Manufacturing,PM10,141.53,1.43,4283.0,247569.0,3158.0,819759.0,No,Moderate,Acceptable,78.16,85.37,55.15,60.08,1.77,23.37,133.04
2010,Chennai,Tamil Nadu,Monsoon,Cooum,Manufacturing,NO2,135.9,1.47,20810.0,46051.0,6982.0,12724261.0,No,Moderate,Acceptable,73.65,83.56,101.3,48.38,1.45,75.5,127.75
2010,Chennai,Tamil Nadu,Monsoon,Cooum,Manufacturing,O3,134.55,1.13,14984.0,46051.0,6982.0,12724261.0,No,Moderate,Good,58.83,94.19,94.96,48.23,2.05,142.58,126.48
2010,Chennai,Tamil Nadu,Post-Monsoon,Cooum,Manufacturing,O3,145.03,0.94,9829.0,46051.0,6982.0,12724261.0,No,Moderate,Good,74.14,76.69,120.2,39.41,3.49,130.5,136.33
2010,Chennai,Tamil Nadu,Post-Monsoon,Cooum,Manufacturing,PM10,177.49,1.05,19748.0,46051.0,6982.0,12724261.0,No,Moderate,Acceptable,70.11,124.32,78.78,38.22,1.74,30.18,166.84
2010,Chennai,Tamil Nadu,Summer,Cooum,Manufacturing,O3,130.66,0.78,37905.5,46051.0,6982.0,12724261.0,No,Moderate,Good,65.82,81.46,51.95,43.96,1.87,141.58,122.82
2010,Chennai,Tamil Nadu,Summer,Cooum,Manufacturing,PM10,142.53,1.3,26606.0,46051.0,6982.0,12724261.0,No,Moderate,Acceptable,65.51,99.06,45.79,45.56,4.29,24.45,133.98
2010,Chennai,Tamil Nadu,Winter,Cooum,Manufacturing,O3,168.09,0.67,26932.0,46051.0,6982.0,12724261.0,No,Moderate,Good,98.66,112.47,102.03,17.74,2.23,127.92,158.0
2010,Chennai,Tamil Nadu,Winter,Cooum,Manufacturing,PM10,150.99,1.25,19195.5,46051.0,6982.0,12724261.0,No,Moderate,Acceptable,75.82,108.52,49.28,64.1,2.94,57.08,141.93
2010,Coimbatore,Tamil Nadu,Monsoon,Noyyal,Manufacturing,O3,126.92,1.4,27538.0,40361.0,4519.0,4080603.0,No,Moderate,Good,64.49,81.34,51.65,33.11,3.29,110.61,119.3
2010,Coimbatore,Tamil Nadu,Monsoon,Noyyal,Manufacturing,PM10,126.36,1.0,15970.0,40361.0,4519.0,4080603.0,No,Moderate,Acceptable,63.65,79.3,18.44,18.81,1.29,19.35,118.78
2010,Coimbatore,Tamil Nadu,Post-Monsoon,Noyyal,Manufacturing,NO2,123.16,1.92,30809.0,40361.0,4519.0,4080603.0,No,Moderate,Acceptable,72.65,90.03,97.47,76.07,0.82,31.12,115.77
2010,Coimbatore,Tamil Nadu,Post-Monsoon,Noyyal,Manufacturing,PM10,163.03,1.15,21267.0,40361.0,4519.0,4080603.0,No,Moderate,Acceptable,96.08,112.89,86.75,78.77,2.32,10.48,153.25
2010,Coimbatore,Tamil Nadu,Summer,Noyyal,Manufacturing,NO2,126.96,1.17,45260.0,40361.0,4519.0,4080603.0,No,Moderate,Acceptable,55.12,76.57,107.01,58.3,2.63,13.28,119.34
2010,Coimbatore,Tamil Nadu,Summer,Noyyal,Manufacturing,O3,130.77,1.39,26572.0,40361.0,4519.0,4080603.0,No,Moderate,Acceptable,59.59,78.74,101.8,63.5,4.13,156.29,122.92
2010,Coimbatore,Tamil Nadu,Summer,Noyyal,Manufacturing,PM10,120.92,1.34,50117.0,40361.0,4519.0,4080603.0,No,Moderate,Acceptable,50.57,77.62,67.87,51.75,3.7,54.31,113.66
2010,Coimbatore,Tamil Nadu,Winter,Noyyal,Manufacturing,O3,145.1,0.89,13023.0,40361.0,4519.0,4080603.0,No,Moderate,Acceptable,72.8,87.84,58.43,10.15,1.93,134.22,136.39
2010,Coimbatore,Tamil Nadu,Winter,Noyyal,Manufacturing,PM10,156.26,1.31,30408.0,40361.0,4519.0,4080603.0,No,Moderate,Acceptable,87.98,116.98,110.25,48.27,1.98,26.4,146.88
2010,Delhi,Delhi,Monsoon,Yamuna,Manufacturing,O3,178.83,1.08,44837.0,228801.0,1360.0,1937536.0,No,Moderate,Acceptable,91.47,102.99,51.53,55.56,3.06,110.29,168.1
2010,Delhi,Delhi,Monsoon,Yamuna,Manufacturing,PM10,184.42,1.43,24080.33,228801.0,1360.0,1937536.0,No,Moderate,Acceptable,81.32,119.65,72.34,32.32,2.2,68.3,173.35
2010,Delhi,Delhi,Post-Monsoon,Yamuna,Manufacturing,PM10,213.58,1.08,19080.5,228801.0,1360.0,1937536.0,No,Moderate,Good,92.36,127.85,71.0,34.56,2.54,15.36,200.77
2010,Delhi,Delhi,Summer,Yamuna,Manufacturing,O3,187.02,1.57,15729.0,228801.0,1360.0,1937536.0,No,Moderate,Acceptable,86.01,119.21,67.11,79.69,3.77,134.53,175.8
2010,Delhi,Delhi,Summer,Yamuna,Manufacturing,PM10,188.89,1.47,31330.5,228801.0,1360.0,1937536.0,No,Moderate,Acceptable,92.15,113.25,45.17,32.97,3.19,75.07,177.56
2010,Delhi,Delhi,Winter,Yamuna,Manufacturing,PM10,235.7,1.65,5722.5,228801.0,1360.0,1937536.0,No,Poor,Polluted,133.52,150.44,15.92,35.56,2.36,81.38,221.56
2010,Delhi,Delhi,Winter,Yamuna,Manufacturing,PM2.5,178.15,1.6,23160.0,228801.0,1360.0,1937536.0,No,Moderate,Acceptable,100.61,98.05,11.17,45.14,1.97,16.85,167.46
2010,Ernakulam,Kerala,Monsoon,Periyar,Shipping/Refinery,O3,191.92,1.25,18099.5,75555.0,7175.0,444777.0,No,Moderate,Acceptable,94.97,120.68,91.06,34.21,1.72,149.75,180.4
2010,Ernakulam,Kerala,Monsoon,Periyar,Shipping/Refinery,PM10,188.64,1.44,22289.0,75555.0,7175.0,444777.0,No,Moderate,Good,98.62,128.74,73.11,43.62,2.06,77.53,177.32
2010,Ernakulam,Kerala,Post-Monsoon,Periyar,Shipping/Refinery,O3,196.77,1.68,27721.0,75555.0,7175.0,444777.0,No,Moderate,Acceptable,87.56,123.54,74.59,31.84,1.36,157.88,184.96
2010,Ernakulam,Kerala,Post-Monsoon,Periyar,Shipping/Refinery,PM10,252.11,1.22,17279.0,75555.0,7175.0,444777.0,No,Poor,Acceptable,141.19,149.22,44.64,49.34,3.48,133.3,236.98
2010,Ernakulam,Kerala,Summer,Periyar,Shipping/Refinery,PM10,195.16,1.17,26857.0,75555.0,7175.0,444777.0,No,Poor,Acceptable,91.34,129.13,49.11,42.08,1.33,53.77,183.45
2010,Ernakulam,Kerala,Winter,Periyar,Shipping/Refinery,O3,252.06,1.71,38612.0,75555.0,7175.0,444777.0,No,Poor,Acceptable,143.3,151.16,45.98,49.75,0.36,161.81,236.94
2010,Ernakulam,Kerala,Winter,Periyar,Shipping/Refinery,PM10,219.42,1.76,17007.0,75555.0,7175.0,444777.0,No,Poor,Acceptable,96.28,134.82,82.16,50.58,1.85,69.22,206.25
2010,Gurugram,Haryana,Monsoon,Sahibi,Automobile,NO2,120.13,0.95,15969.0,16156.0,4989.0,2035921.0,No,Moderate,Good,46.25,81.51,103.11,22.28,3.17,57.88,112.92
2010,Gurugram,Haryana,Monsoon,Sahibi,Automobile,O3,121.78,1.32,30312.0,16156.0,4989.0,2035921.0,No,Moderate,Acceptable,52.74,78.83,79.06,50.2,1.3,140.29,114.47
2010,Gurugram,Haryana,Monsoon,Sahibi,Automobile,PM10,118.34,1.34,29360.0,16156.0,4989.0,2035921.0,No,Moderate,Acceptable,47.28,88.8,56.83,13.79,3.51,55.54,111.24
2010,Gurugram,Haryana,Post-Monsoon,Sahibi,Automobile,O3,153.42,1.62,17290.0,16156.0,4989.0,2035921.0,No,Moderate,Acceptable,74.65,104.79,113.92,82.09,2.4,147.68,144.21
2010,Gurugram,Haryana,Post-Monsoon,Sahibi,Automobile,PM10,123.52,2.06,7527.0,16156.0,4989.0,2035921.0,No,Moderate,Polluted,69.61,87.1,19.99,81.74,1.56,18.52,116.11
2010,Gurugram,Haryana,Summer,Sahibi,Automobile,NO2,120.6,1.01,2213.0,16156.0,4989.0,2035921.0,No,Moderate,Acceptable,51.46,81.46,103.64,33.58,4.51,37.68,113.36
2010,Gurugram,Haryana,Summer,Sahibi,Automobile,O3,120.04,0.45,22951.5,16156.0,4989.0,2035921.0,No,Moderate,Good,56.66,76.0,23.68,21.58,3.32,103.05,112.84
2010,Gurugram,Haryana,Winter,Sahibi,Automobile,O3,139.95,0.91,22688.5,16156.0,4989.0,2035921.0,No,Moderate,Good,69.88,86.04,63.99,60.32,3.98,150.45,131.55
2010,Gurugram,Haryana,Winter,Sahibi,Automobile,PM10,159.04,0.86,9180.0,16156.0,4989.0,2035921.0,No,Moderate,Good,87.56,99.82,13.15,52.72,2.06,55.16,149.5
2010,Guwahati,Assam,Monsoon,Brahmaputra,Agro-Industry,O3,182.35,1.04,29943.0,223961.0,3174.0,148995.0,No,Moderate,Acceptable,71.85,104.83,60.01,7.63,1.72,109.91,171.41
2010,Guwahati,Assam,Monsoon,Brahmaputra,Agro-Industry,PM10,181.34,1.1,24832.0,223961.0,3174.0,148995.0,No,Moderate,Acceptable,90.46,122.15,63.78,41.31,1.51,94.59,170.46
2010,Guwahati,Assam,Post-Monsoon,Brahmaputra,Agro-Industry,O3,174.83,1.26,24453.0,223961.0,3174.0,148995.0,No,Moderate,Acceptable,86.59,110.67,21.34,63.17,1.95,154.11,164.34
2010,Guwahati,Assam,Post-Monsoon,Brahmaputra,Agro-Industry,PM10,232.86,1.52,25488.0,223961.0,3174.0,148995.0,No,Poor,Acceptable,118.95,174.58,114.87,25.04,4.72,112.46,218.89
2010,Guwahati,Assam,Summer,Brahmaputra,Agro-Industry,PM10,175.15,1.23,32698.67,223961.0,3174.0,148995.0,No,Moderate,Acceptable,81.4,117.16,65.74,41.77,1.48,48.58,164.64
2010,Guwahati,Assam,Winter,Brahmaputra,Agro-Industry,O3,221.76,1.32,1867.0,223961.0,3174.0,148995.0,No,Poor,Acceptable,117.86,135.58,26.85,46.66,2.05,151.05,208.45
2010,Guwahati,Assam,Winter,Brahmaputra,Agro-Industry,PM10,207.09,1.54,42036.0,223961.0,3174.0,148995.0,No,Poor,Acceptable,97.76,140.14,39.24,48.46,3.47,65.06,194.66
2010,Hyderabad,Telangana,Monsoon,Musi,Manufacturing,O3,173.49,1.75,22494.67,117504.0,2253.0,5703294.0,No,Moderate,Acceptable,83.05,108.07,42.38,29.3,2.15,149.85,163.08
2010,Hyderabad,Telangana,Monsoon,Musi,Manufacturing,PM10,180.85,1.05,20141.0,117504.0,2253.0,5703294.0,No,Moderate,Acceptable,91.05,116.13,103.1,10.53,1.95,105.1,170.0
2010,Hyderabad,Telangana,Post-Monsoon,Musi,Manufacturing,O3,171.57,1.5,5929.0,117504.0,2253.0,5703294.0,No,Moderate,Acceptable,72.68,100.84,101.56,10.03,1.66,170.27,161.28
2010,Hyderabad,Telangana,Post-Monsoon,Musi,Manufacturing,PM10,234.91,0.26,21297.0,117504.0,2253.0,5703294.0,No,Poor,Good,107.12,134.49,19.61,5.63,3.63,54.58,220.82
2010,Hyderabad,Telangana,Summer,Musi,Manufacturing,O3,173.14,0.69,12897.0,117504.0,2253.0,5703294.0,No,Moderate,Good,69.99,124.47,108.94,44.86,3.61,158.18,162.75
2010,Hyderabad,Telangana,Summer,Musi,Manufacturing,PM10,172.32,0.76,29912.0,117504.0,2253.0,5703294.0,No,Moderate,Good,86.66,112.41,88.58,54.31,2.68,65.74,161.98
2010,Hyderabad,Telangana,Winter,Musi,Manufacturing,O3,197.82,0.92,14154.5,117504.0,2253.0,5703294.0,No,Moderate,Good,95.95,128.35,81.68,47.66,2.04,151.27,185.95
2010,Hyderabad,Telangana,Winter,Musi,Manufacturing,PM10,228.78,1.28,29696.0,117504.0,2253.0,5703294.0,No,Poor,Acceptable,107.45,169.08,108.2,13.09,4.1,120.81,215.05
2010,Jaipur,Rajasthan,Monsoon,Banas,Manufacturing,O3,144.64,0.76,31918.5,143369.0,11548.0,1660107.0,No,Moderate,Good,63.76,89.82,78.34,32.01,2.08,124.6,135.96
2010,Jaipur,Rajasthan,Monsoon,Banas,Manufacturing,PM10,140.56,0.76,38362.5,143369.0,11548.0,1660107.0,No,Moderate,Good,73.53,87.94,57.38,41.58,0.7,48.6,132.13
2010,Jaipur,Rajasthan,Post-Monsoon,Banas,Manufacturing,O3,136.6,1.06,14158.0,143369.0,11548.0,1660107.0,No,Moderate,Acceptable,68.14,96.13,38.17,33.32,2.27,115.9,128.4
2010,Jaipur,Rajasthan,Post-Monsoon,Banas,Manufacturing,PM10,183.67,0.44,22716.0,143369.0,11548.0,1660107.0,No,Moderate,Good,84.03,121.04,90.16,32.33,1.51,100.25,172.65
2010,Jaipur,Rajasthan,Summer,Banas,Manufacturing,NO2,131.38,1.28,47665.0,143369.0,11548.0,1660107.0,No,Moderate,Acceptable,69.13,91.01,108.86,33.61,3.35,90.38,123.5
2010,Jaipur,Rajasthan,Summer,Banas,Manufacturing,O3,139.33,0.71,15969.0,143369.0,11548.0,1660107.0,No,Moderate,Good,79.67,93.92,88.08,44.89,2.1,149.81,130.97
2010,Jaipur,Rajasthan,Summer,Banas,Manufacturing,PM10,139.3,1.44,17098.0,143369.0,11548.0,1660107.0,No,Moderate,Acceptable,78.21,86.87,25.73,56.12,3.0,55.21,130.94
2010,Jaipur,Rajasthan,Winter,Banas,Manufacturing,O3,179.47,1.18,27926.0,143369.0,11548.0,1660107.0,No,Moderate,Acceptable,77.49,114.77,25.05,11.32,2.11,176.8,168.7
2010,Jaipur,Rajasthan,Winter,Banas,Manufacturing,PM10,154.56,1.32,39864.0,143369.0,11548.0,1660107.0,No,Moderate,Acceptable,70.91,97.1,44.68,28.64,2.41,65.11,145.29
