Year,City,State,Season,River_Name,Industry_Sector,Avg_AQI,Avg_Water_Contamination,Avg_Industrial_Emission,Avg_Vehicular_Emission,Avg_GDP,Avg_Population,Water_Quality_Status,AQI_Bucket
2010,Coimbatore,Tamil Nadu,Monsoon,Noyyal,Manufacturing,126.78,1.3,24646.0,40361.0,4080603.0,4519.0,Acceptable,Moderate
2010,Coimbatore,Tamil Nadu,Post-Monsoon,Noyyal,Manufacturing,143.1,1.54,26038.0,40361.0,4080603.0,4519.0,Acceptable,Moderate
2010,Coimbatore,Tamil Nadu,Summer,Noyyal,Manufacturing,126.22,1.3,40649.67,40361.0,4080603.0,4519.0,Acceptable,Moderate
2010,Coimbatore,Tamil Nadu,Winter,Noyyal,Manufacturing,148.82,1.03,18818.0,40361.0,4080603.0,4519.0,Acceptable,Moderate
2010,Delhi,Delhi,Monsoon,Yamuna,Manufacturing,183.02,1.34,29269.5,228801.0,1937536.0,1360.0,Acceptable,Moderate
2010,Delhi,Delhi,Post-Monsoon,Yamuna,Manufacturing,213.58,1.08,19080.5,228801.0,1937536.0,1360.0,Good,Moderate
2010,Delhi,Delhi,Summer,Yamuna,Manufacturing,188.27,1.5,26130.0,228801.0,1937536.0,1360.0,Acceptable,Moderate
2010,Delhi,Delhi,Winter,Yamuna,Manufacturing,216.51,1.63,11535.0,228801.0,1937536.0,1360.0,Polluted,Poor
2010,Ernakulam,Kerala,Monsoon,Periyar,Shipping/Refinery,190.28,1.34,20194.25,75555.0,444777.0,7175.0,Good,Moderate
2010,Ernakulam,Kerala,Post-Monsoon,Periyar,Shipping/Refinery,224.44,1.45,22500.0,75555.0,444777.0,7175.0,Acceptable,Moderate
2010,Ernakulam,Kerala,Summer,Periyar,Shipping/Refinery,195.16,1.17,26857.0,75555.0,444777.0,7175.0,Acceptable,Poor
2010,Ernakulam,Kerala,Winter,Periyar,Shipping/Refinery,230.3,1.74,24208.67,75555.0,444777.0,7175.0,Acceptable,Poor
2010,Gurugram,Haryana,Monsoon,Sahibi,Automobile,120.51,1.23,26488.25,16156.0,2035921.0,4989.0,Acceptable,Moderate
2010,Gurugram,Haryana,Post-Monsoon,Sahibi,Automobile,138.47,1.84,12408.5,16156.0,2035921.0,4989.0,Polluted,Moderate
2010,Gurugram,Haryana,Summer,Sahibi,Automobile,120.23,0.64,16038.67,16156.0,2035921.0,4989.0,Good,Moderate
2010,Gurugram,Haryana,Winter,Sahibi,Automobile,146.31,0.89,18185.67,16156.0,2035921.0,4989.0,Good,Moderate
2010,Guwahati,Assam,Monsoon,Brahmaputra,Agro-Industry,181.6,1.08,26109.75,223961.0,148995.0,3174.0,Acceptable,Moderate
2010,Guwahati,Assam,Post-Monsoon,Brahmaputra,Agro-Industry,203.85,1.39,24970.5,223961.0,148995.0,3174.0,Acceptable,Moderate
2010,Guwahati,Assam,Summer,Brahmaputra,Agro-Industry,175.15,1.23,32698.67,223961.0,148995.0,3174.0,Acceptable,Moderate
2010,Guwahati,Assam,Winter,Brahmaputra,Agro-Industry,211.98,1.47,28646.33,223961.0,148995.0,3174.0,Acceptable,Poor
2010,Hyderabad,Telangana,Monsoon,Musi,Manufacturing,175.33,1.57,21906.25,117504.0,5703294.0,2253.0,Acceptable,Moderate
2010,Hyderabad,Telangana,Post-Monsoon,Musi,Manufacturing,203.24,0.88,13613.0,117504.0,5703294.0,2253.0,Acceptable,Moderate
2010,Hyderabad,Telangana,Summer,Musi,Manufacturing,172.6,0.74,24240.33,117504.0,5703294.0,2253.0,Good,Moderate
2010,Hyderabad,Telangana,Winter,Musi,Manufacturing,208.14,1.04,19335.0,117504.0,5703294.0,2253.0,Acceptable,Poor
2010,Jaipur,Rajasthan,Monsoon,Banas,Manufacturing,142.6,0.76,35140.5,143369.0,1660107.0,11548.0,Good,Moderate
2010,Jaipur,Rajasthan,Post-Monsoon,Banas,Manufacturing,160.14,0.75,18437.0,143369.0,1660107.0,11548.0,Acceptable,Moderate
2010,Jaipur,Rajasthan,Summer,Banas,Manufacturing,136.67,1.14,26910.67,143369.0,1660107.0,11548.0,Acceptable,Moderate
2010,Jaipur,Rajasthan,Winter,Banas,Manufacturing,162.86,1.27,35884.67,143369.0,1660107.0,11548.0,Acceptable,Moderate
2010,Jorapokhar,Jharkhand,Monsoon,Damodar,Mining/Coal,147.92,1.19,19590.25,60823.0,48098.0,854.0,Acceptable,Moderate
2010,Jorapokhar,Jharkhand,Post-Monsoon,Damodar,Mining/Coal,172.69,1.11,39405.5,60823.0,48098.0,854.0,Good,Moderate
2010,Jorapokhar,Jharkhand,Summer,Damodar,Mining/Coal,146.65,1.25,23153.33,60823.0,48098.0,854.0,Acceptable,Moderate
2010,Jorapokhar,Jharkhand,Winter,Damodar,Mining/Coal,172.83,1.02,31727.33,60823.0,48098.0,854.0,Acceptable,Moderate
2010,Kochi,Kerala,Monsoon,Periyar,Shipping/Refinery,217.1,1.32,20194.25,75555.0,537522.0,7175.0,Good,Poor
2010,Kochi,Kerala,Post-Monsoon,Periyar,Shipping/Refinery,248.92,1.49,22500.0,75555.0,537522.0,7175.0,Acceptable,Poor
2010,Kochi,Kerala,Summer,Periyar,Shipping/Refinery,213.22,1.18,26857.0,75555.0,537522.0,7175.0,Acceptable,Poor
2010,Kochi,Kerala,Winter,Periyar,Shipping/Refinery,257.66,1.74,24208.67,75555.0,537522.0,7175.0,Acceptable,Poor
2010,Kolkata,West Bengal,Monsoon,Hooghly,Manufacturing,199.42,1.22,33276.75,36925.0,8985713.0,6484.0,Acceptable,Moderate
2010,Kolkata,West Bengal,Post-Monsoon,Hooghly,Manufacturing,237.33,1.34,6555.5,36925.0,8985713.0,6484.0,Acceptable,Poor
2010,Kolkata,West Bengal,Summer,Hooghly,Manufacturing,210.2,1.25,17116.0,36925.0,8985713.0,6484.0,Acceptable,Poor
2010,Kolkata,West Bengal,Winter,Hooghly,Manufacturing,249.35,1.7,25230.0,36925.0,8985713.0,6484.0,Acceptable,Poor
2010,Lucknow,Uttar Pradesh,Monsoon,Gomti,Agro-Industry,190.27,1.01,31096.5,243297.0,710918.0,5617.0,Good,Moderate
2010,Lucknow,Uttar Pradesh,Post-Monsoon,Gomti,Agro-Industry,213.82,1.26,39539.0,243297.0,710918.0,5617.0,Acceptable,Moderate
2010,Lucknow,Uttar Pradesh,Summer,Gomti,Agro-Industry,193.72,1.87,39095.0,243297.0,710918.0,5617.0,Acceptable,Moderate
2010,Lucknow,Uttar Pradesh,Winter,Gomti,Agro-Industry,234.76,1.25,41975.33,243297.0,710918.0,5617.0,Good,Poor
2010,Mumbai,Maharashtra,Monsoon,Ulhas,Manufacturing,109.57,1.25,14895.0,93025.0,15254936.0,8682.0,Acceptable,Moderate
2010,Mumbai,Maharashtra,Post-Monsoon,Ulhas,Manufacturing,125.6,1.18,18147.5,93025.0,15254936.0,8682.0,Good,Moderate
2010,Mumbai,Maharashtra,Summer,Ulhas,Manufacturing,108.57,1.22,12537.33,93025.0,15254936.0,8682.0,Acceptable,Moderate
2010,Mumbai,Maharashtra,Winter,Ulhas,Manufacturing,134.47,1.27,23362.0,93025.0,15254936.0,8682.0,Acceptable,Moderate
2010,Patna,Bihar,Monsoon,Ganga,Agro-Industry,123.58,1.49,29217.75,149520.0,301984.0,597.0,Acceptable,Moderate
2010,Patna,Bihar,Post-Monsoon,Ganga,Agro-Industry,138.08,1.1,22229.0,149520.0,301984.0,597.0,Good,Moderate
2010,Patna,Bihar,Summer,Ganga,Agro-Industry,127.07,0.98,32138.33,149520.0,301984.0,597.0,Good,Moderate
2010,Patna,Bihar,Winter,Ganga,Agro-Industry,151.44,1.26,33539.67,149520.0,301984.0,597.0,Acceptable,Moderate
2010,Shillong,Meghalaya,Monsoon,Umiam,Handicrafts,81.11,1.1,26109.75,223961.0,88499.0,3174.0,Acceptable,Satisfactory
2010,Shillong,Meghalaya,Post-Monsoon,Umiam,Handicrafts,101.72,1.38,24970.5,223961.0,88499.0,3174.0,Acceptable,Satisfactory
2010,Shillong,Meghalaya,Summer,Umiam,Handicrafts,89.78,1.24,32698.67,223961.0,88499.0,3174.0,Acceptable,Satisfactory
2010,Shillong,Meghalaya,Winter,Umiam,Handicrafts,108.69,1.52,28646.33,223961.0,88499.0,3174.0,Acceptable,Moderate
2010,Talcher,Odisha,Monsoon,Brahmani,Thermal Power,180.41,1.28,34623.75,63559.0,129693.0,9934.0,Acceptable,Moderate
2010,Talcher,Odisha,Post-Monsoon,Brahmani,Thermal Power,195.7,1.46,16605.0,63559.0,129693.0,9934.0,Acceptable,Moderate
2010,Talcher,Odisha,Summer,Brahmani,Thermal Power,175.76,0.99,17532.67,63559.0,129693.0,9934.0,Good,Moderate
2010,Talcher,Odisha,Winter,Brahmani,Thermal Power,206.45,1.18,21325.67,63559.0,129693.0,9934.0,Acceptable,Poor
2010,Thiruvananthapuram,Kerala,Monsoon,Karamana,IT/Electronics,124.58,1.06,21407.5,197662.0,625153.0,12487.0,Acceptable,Moderate
2010,Thiruvananthapuram,Kerala,Post-Monsoon,Karamana,IT/Electronics,137.34,1.42,34032.5,197662.0,625153.0,12487.0,Good,Moderate
2010,Thiruvananthapuram,Kerala,Summer,Karamana,IT/Electronics,126.54,1.05,28730.33,197662.0,625153.0,12487.0,Good,Moderate
2010,Thiruvananthapuram,Kerala,Winter,Karamana,IT/Electronics,148.37,1.46,25076.0,197662.0,625153.0,12487.0,Good,Moderate
2010,Visakhapatnam,Andhra Pradesh,Monsoon,Gosthani,Mining,165.24,1.57,21906.25,117504.0,117497.0,2253.0,Acceptable,Moderate
2010,Visakhapatnam,Andhra Pradesh,Post-Monsoon,Gosthani,Mining,195.06,0.88,13613.0,117504.0,117497.0,2253.0,Acceptable,Moderate
2010,Visakhapatnam,Andhra Pradesh,Summer,Gosthani,Mining,162.5,0.73,24240.33,117504.0,117497.0,2253.0,Good,Moderate
2010,Visakhapatnam,Andhra Pradesh,Winter,Gosthani,Mining,195.26,1.05,19335.0,117504.0,117497.0,2253.0,Acceptable,Poor
2011,Ahmedabad,Gujarat,Monsoon,Sabarmati,Chemical,138.76,1.12,26513.25,143296.0,4434399.0,3473.0,Acceptable,Moderate
2011,Ahmedabad,Gujarat,Post-Monsoon,Sabarmati,Chemical,152.0,1.23,21429.5,143296.0,4434399.0,3473.0,Acceptable,Moderate
2011,Ahmedabad,Gujarat,Summer,Sabarmati,Chemical,133.0,1.17,23861.67,143296.0,4434399.0,3473.0,Acceptable,Moderate
2011,Ahmedabad,Gujarat,Winter,Sabarmati,Chemical,157.77,1.1,29261.67,143296.0,4434399.0,3473.0,Acceptable,Moderate
2011,Aizawl,Mizoram,Monsoon,Tlawng,Handicrafts,82.48,1.3,31073.75,225718.0,55386.0,3205.0,Acceptable,Satisfactory
2011,Aizawl,Mizoram,Post-Monsoon,Tlawng,Handicrafts,92.16,1.38,21216.5,225718.0,55386.0,3205.0,Acceptable,Satisfactory
2011,Aizawl,Mizoram,Summer,Tlawng,Handicrafts,80.02,1.16,32759.0,225718.0,55386.0,3205.0,Acceptable,Satisfactory
2011,Aizawl,Mizoram,Winter,Tlawng,Handicrafts,99.99,1.09,16971.67,225718.0,55386.0,3205.0,Good,Moderate
2011,Amaravati,Andhra Pradesh,Monsoon,Krishna,Agro-processing,150.07,1.2,28419.25,118862.0,252912.0,2276.0,Acceptable,Moderate
2011,Amaravati,Andhra Pradesh,Post-Monsoon,Krishna,Agro-processing,174.3,1.27,35968.5,118862.0,252912.0,2276.0,Good,Moderate
2011,Amaravati,Andhra Pradesh,Summer,Krishna,Agro-processing,149.16,1.37,23900.67,118862.0,252912.0,2276.0,Acceptable,Moderate
2011,Amaravati,Andhra Pradesh,Winter,Krishna,Agro-processing,175.07,1.02,33566.0,118862.0,252912.0,2276.0,Good,Moderate
2011,Amritsar,Punjab,Monsoon,Beas,Agro-Industry,131.86,1.32,22197.25,249668.0,609808.0,3195.0,Acceptable,Moderate
2011,Amritsar,Punjab,Post-Monsoon,Beas,Agro-Industry,150.12,0.69,37002.5,249668.0,609808.0,3195.0,Good,Moderate
2011,Amritsar,Punjab,Summer,Beas,Agro-Industry,127.75,0.73,30419.67,249668.0,609808.0,3195.0,Good,Moderate
2011,Amritsar,Punjab,Winter,Beas,Agro-Industry,156.06,1.48,32341.33,249668.0,609808.0,3195.0,Polluted,Moderate
2011,Bengaluru,Karnataka,Monsoon,Arkavathi,Agro-Industry,91.14,1.18,30096.75,105574.0,2097091.0,12431.0,Acceptable,Satisfactory
2011,Bengaluru,Karnataka,Post-Monsoon,Arkavathi,Agro-Industry,107.26,0.86,21883.5,105574.0,2097091.0,12431.0,Good,Satisfactory
2011,Bengaluru,Karnataka,Summer,Arkavathi,Agro-Industry,93.81,1.68,30500.67,105574.0,2097091.0,12431.0,Acceptable,Satisfactory
2011,Bengaluru,Karnataka,Winter,Arkavathi,Agro-Industry,109.78,1.29,9713.67,105574.0,2097091.0,12431.0,Acceptable,Moderate
2011,Bhopal,Madhya Pradesh,Monsoon,Betwa,Manufacturing,114.29,0.98,8386.75,20761.0,315363.0,11277.0,Acceptable,Moderate
2011,Bhopal,Madhya Pradesh,Post-Monsoon,Betwa,Manufacturing,134.03,1.42,36258.0,20761.0,315363.0,11277.0,Acceptable,Moderate
2011,Bhopal,Madhya Pradesh,Summer,Betwa,Manufacturing,113.62,1.51,20963.0,20761.0,315363.0,11277.0,Polluted,Moderate
2011,Bhopal,Madhya Pradesh,Winter,Betwa,Manufacturing,139.32,1.26,31513.33,20761.0,315363.0,11277.0,Acceptable,Moderate
2011,Brajrajnagar,Odisha,Monsoon,Ib,Coal/Power,94.31,1.22,32659.75,228093.0,53440.0,7660.0,Acceptable,Satisfactory
2011,Brajrajnagar,Odisha,Post-Monsoon,Ib,Coal/Power,106.9,1.48,26055.0,228093.0,53440.0,7660.0,Acceptable,Satisfactory
2011,Brajrajnagar,Odisha,Summer,Ib,Coal/Power,94.12,1.32,22960.33,228093.0,53440.0,7660.0,Good,Satisfactory
2011,Brajrajnagar,Odisha,Winter,Ib,Coal/Power,113.91,1.27,29466.67,228093.0,53440.0,7660.0,Acceptable,Moderate
2011,Chandigarh,Chandigarh,Monsoon,Sukhna,Manufacturing,104.89,1.31,22197.25,249668.0,868945.0,3195.0,Acceptable,Moderate
2011,Chandigarh,Chandigarh,Post-Monsoon,Sukhna,Manufacturing,118.29,0.68,37002.5,249668.0,868945.0,3195.0,Good,Moderate
2011,Chandigarh,Chandigarh,Summer,Sukhna,Manufacturing,106.27,0.73,30419.67,249668.0,868945.0,3195.0,Good,Moderate
2011,Chandigarh,Chandigarh,Winter,Sukhna,Manufacturing,121.8,1.48,32341.33,249668.0,868945.0,3195.0,Polluted,Moderate
2011,Chennai,Tamil Nadu,Monsoon,Cooum,Manufacturing,135.3,1.32,20796.5,47188.0,13487717.0,7002.0,Good,Moderate
2011,Chennai,Tamil Nadu,Post-Monsoon,Cooum,Manufacturing,157.04,1.42,32462.0,47188.0,13487717.0,7002.0,Acceptable,Moderate
2011,Chennai,Tamil Nadu,Summer,Cooum,Manufacturing,134.17,1.02,39958.67,47188.0,13487717.0,7002.0,Acceptable,Moderate
2011,Chennai,Tamil Nadu,Winter,Cooum,Manufacturing,166.18,1.22,24989.0,47188.0,13487717.0,7002.0,Acceptable,Moderate
2011,Coimbatore,Tamil Nadu,Monsoon,Noyyal,Manufacturing,126.22,0.96,28581.5,42483.0,4325439.0,4556.0,Good,Moderate
2011,Coimbatore,Tamil Nadu,Post-Monsoon,Noyyal,Manufacturing,147.93,1.2,20221.0,42483.0,4325439.0,4556.0,Acceptable,Moderate
2011,Coimbatore,Tamil Nadu,Summer,Noyyal,Manufacturing,123.29,1.32,27357.33,42483.0,4325439.0,4556.0,Acceptable,Moderate
2011,Coimbatore,Tamil Nadu,Winter,Noyyal,Manufacturing,153.08,1.23,35101.67,42483.0,4325439.0,4556.0,Acceptable,Moderate
2011,Delhi,Delhi,Monsoon,Yamuna,Manufacturing,183.84,1.43,25609.0,230709.0,2053788.0,1393.0,Acceptable,Moderate
2011,Delhi,Delhi,Post-Monsoon,Yamuna,Manufacturing,209.8,0.87,33447.0,230709.0,2053788.0,1393.0,Good,Moderate
2011,Delhi,Delhi,Summer,Yamuna,Manufacturing,182.95,1.31,30627.67,230709.0,2053788.0,1393.0,Acceptable,Moderate
2011,Delhi,Delhi,Winter,Yamuna,Manufacturing,223.51,1.0,19937.33,230709.0,2053788.0,1393.0,Acceptable,Poor
2011,Ernakulam,Kerala,Monsoon,Periyar,Shipping/Refinery,198.14,1.2,28695.5,77050.0,471464.0,7201.0,Acceptable,Poor
2011,Ernakulam,Kerala,Post-Monsoon,Periyar,Shipping/Refinery,229.12,1.42,13774.0,77050.0,471464.0,7201.0,Acceptable,Moderate
2011,Ernakulam,Kerala,Summer,Periyar,Shipping/Refinery,195.14,1.44,30918.0,77050.0,471464.0,7201.0,Good,Poor
2011,Ernakulam,Kerala,Winter,Periyar,Shipping/Refinery,235.3,1.07,24010.0,77050.0,471464.0,7201.0,Good,Poor
2011,Gurugram,Haryana,Monsoon,Sahibi,Automobile,122.95,1.57,22770.5,17590.0,2158077.0,5014.0,Acceptable,Moderate
2011,Gurugram,Haryana,Post-Monsoon,Sahibi,Automobile,138.42,1.25,28101.0,17590.0,2158077.0,5014.0,Acceptable,Moderate
2011,Gurugram,Haryana,Summer,Sahibi,Automobile,124.46,1.25,31852.0,17590.0,2158077.0,5014.0,Acceptable,Moderate
2011,Gurugram,Haryana,Winter,Sahibi,Automobile,146.94,1.55,26865.33,17590.0,2158077.0,5014.0,Acceptable,Moderate
2011,Guwahati,Assam,Monsoon,Brahmaputra,Agro-Industry,176.61,1.3,31073.75,225718.0,157935.0,3205.0,Acceptable,Moderate
2011,Guwahati,Assam,Post-Monsoon,Brahmaputra,Agro-Industry,213.36,1.38,21216.5,225718.0,157935.0,3205.0,Acceptable,Moderate
2011,Guwahati,Assam,Summer,Brahmaputra,Agro-Industry,175.9,1.16,32759.0,225718.0,157935.0,3205.0,Acceptable,Moderate
2011,Guwahati,Assam,Winter,Brahmaputra,Agro-Industry,216.23,1.09,16971.67,225718.0,157935.0,3205.0,Good,Poor
2011,Hyderabad,Telangana,Monsoon,Musi,Manufacturing,176.86,1.19,28419.25,118862.0,6045492.0,2276.0,Acceptable,Moderate
2011,Hyderabad,Telangana,Post-Monsoon,Musi,Manufacturing,210.74,1.24,35968.5,118862.0,6045492.0,2276.0,Good,Moderate
2011,Hyderabad,Telangana,Summer,Musi,Manufacturing,173.81,1.39,23900.67,118862.0,6045492.0,2276.0,Acceptable,Moderate
2011,Hyderabad,Telangana,Winter,Musi,Manufacturing,209.31,0.99,33566.0,118862.0,6045492.0,2276.0,Good,Poor
2011,Jaipur,Rajasthan,Monsoon,Banas,Manufacturing,140.6,1.16,17224.25,145294.0,1759714.0,11581.0,Good,Moderate
2011,Jaipur,Rajasthan,Post-Monsoon,Banas,Manufacturing,157.38,1.91,29914.0,145294.0,1759714.0,11581.0,Acceptable,Moderate
2011,Jaipur,Rajasthan,Summer,Banas,Manufacturing,143.09,1.29,19758.0,145294.0,1759714.0,11581.0,Acceptable,Moderate
2011,Jaipur,Rajasthan,Winter,Banas,Manufacturing,168.41,1.03,19151.67,145294.0,1759714.0,11581.0,Acceptable,Moderate
2011,Jorapokhar,Jharkhand,Monsoon,Damodar,Mining/Coal,145.5,1.1,25682.0,62258.0,50984.0,879.0,Good,Moderate
2011,Jorapokhar,Jharkhand,Post-Monsoon,Damodar,Mining/Coal,170.38,1.16,26726.0,62258.0,50984.0,879.0,Acceptable,Moderate
2011,Jorapokhar,Jharkhand,Summer,Damodar,Mining/Coal,151.05,1.34,26726.0,62258.0,50984.0,879.0,Good,Moderate
2011,Jorapokhar,Jharkhand,Winter,Damodar,Mining/Coal,182.54,1.45,34301.67,62258.0,50984.0,879.0,Acceptable,Moderate
2011,Kochi,Kerala,Monsoon,Periyar,Shipping/Refinery,215.43,1.2,28695.5,77050.0,569774.0,7201.0,Acceptable,Poor
2011,Kochi,Kerala,Post-Monsoon,Periyar,Shipping/Refinery,254.64,1.42,13774.0,77050.0,569774.0,7201.0,Acceptable,Poor
2011,Kochi,Kerala,Summer,Periyar,Shipping/Refinery,213.43,1.43,30918.0,77050.0,569774.0,7201.0,Good,Poor
2011,Kochi,Kerala,Winter,Periyar,Shipping/Refinery,261.95,1.08,24010.0,77050.0,569774.0,7201.0,Good,Poor
2011,Kolkata,West Bengal,Monsoon,Hooghly,Manufacturing,208.46,1.14,36641.25,38375.0,9524855.0,6509.0,Good,Poor
2011,Kolkata,West Bengal,Post-Monsoon,Hooghly,Manufacturing,238.7,1.2,28827.5,38375.0,9524855.0,6509.0,Acceptable,Poor
2011,Kolkata,West Bengal,Summer,Hooghly,Manufacturing,211.31,1.07,33454.0,38375.0,9524855.0,6509.0,Good,Poor
2011,Kolkata,West Bengal,Winter,Hooghly,Manufacturing,254.45,1.25,30863.0,38375.0,9524855.0,6509.0,Acceptable,Poor
2011,Lucknow,Uttar Pradesh,Monsoon,Gomti,Agro-Industry,192.25,1.34,36006.5,245274.0,753573.0,5651.0,Good,Poor
2011,Lucknow,Uttar Pradesh,Post-Monsoon,Gomti,Agro-Industry,227.16,1.12,40593.5,245274.0,753573.0,5651.0,Acceptable,Poor
2011,Lucknow,Uttar Pradesh,Summer,Gomti,Agro-Industry,197.88,1.08,30015.67,245274.0,753573.0,5651.0,Acceptable,Poor
2011,Lucknow,Uttar Pradesh,Winter,Gomti,Agro-Industry,233.64,1.38,23870.67,245274.0,753573.0,5651.0,Acceptable,Poor
2011,Mumbai,Maharashtra,Monsoon,Ulhas,Manufacturing,117.14,1.3,26851.25,95028.0,16170233.0,8717.0,Acceptable,Moderate
2011,Mumbai,Maharashtra,Post-Monsoon,Ulhas,Manufacturing,133.46,1.66,45370.5,95028.0,16170233.0,8717.0,Polluted,Moderate
2011,Mumbai,Maharashtra,Summer,Ulhas,Manufacturing,109.49,1.69,26547.67,95028.0,16170233.0,8717.0,Acceptable,Moderate
2011,Mumbai,Maharashtra,Winter,Ulhas,Manufacturing,136.85,1.34,23079.0,95028.0,16170233.0,8717.0,Acceptable,Moderate
